Year,Month,Account_Code,Account_Name,Account_Class,Total_Amount
2023,8,ACC101411,Account_1411,Revenue,459394.67
2021,8,ACC102099,Account_2099,Equity,384596.98
2021,12,ACC101288,Account_1288,Asset,247165.99
2022,9,ACC100421,Account_421,Asset,450965.44
2023,9,ACC100781,Account_781,Asset,357929.01
2020,5,ACC100425,Account_425,Revenue,96033.17
2021,6,ACC100684,Account_684,Asset,464627.34
2020,3,ACC102445,Account_2445,Asset,138171.62
2021,10,ACC102400,Account_2400,Equity,202215.35
2023,7,ACC101623,Account_1623,Asset,493855.11
2023,11,ACC101728,Account_1728,Liability,259377.88
2022,7,ACC102055,Account_2055,Expense,275571.41
2021,3,ACC100202,Account_202,Revenue,334210.93
2023,2,ACC102278,Account_2278,Liability,378331.89
2020,3,ACC101732,Account_1732,Equity,351474.61
2023,12,ACC100250,Account_250,Revenue,342373.59
2020,10,ACC101067,Account_1067,Expense,287843.1
2020,1,ACC101443,Account_1443,Liability,40465.8
2023,2,ACC100741,Account_741,Equity,471939.02
2022,10,ACC100096,Account_96,Equity,149015.68
2022,12,ACC102055,Account_2055,Expense,472952.93
2020,8,ACC101666,Account_1666,Revenue,190638.33
2021,11,ACC100975,Account_975,Asset,325680.16
2023,4,ACC100973,Account_973,Expense,419313.83
2023,6,ACC100434,Account_434,Revenue,269452.55
2021,11,ACC100760,Account_760,Revenue,327055.34
2023,3,ACC100969,Account_969,Revenue,403031.82
2022,1,ACC100478,Account_478,Revenue,109646.65
2022,6,ACC102940,Account_2940,Equity,331386.96
2021,1,ACC102687,Account_2687,Liability,271982.12
2021,4,ACC102049,Account_2049,Liability,397046.71
2023,5,ACC102791,Account_2791,Expense,492288.74
2024,1,ACC102445,Account_2445,Asset,276993.35
2020,7,ACC101199,Account_1199,Liability,430537.1
2021,2,ACC101863,Account_1863,Revenue,416312.72
2023,5,ACC100089,Account_89,Liability,121400.66
2021,1,ACC101364,Account_1364,Liability,290538.9
2021,10,ACC101187,Account_1187,Liability,425912.61
2020,4,ACC102813,Account_2813,Liability,58762.28
2021,12,ACC102024,Account_2024,Liability,188973.78
2022,7,ACC101583,Account_1583,Revenue,26866.58
2023,11,ACC101604,Account_1604,Expense,298316.81
2023,9,ACC102744,Account_2744,Liability,336289.52
2020,9,ACC102482,Account_2482,Equity,472069.32
2023,1,ACC102743,Account_2743,Equity,407786.9
2023,1,ACC102591,Account_2591,Revenue,282667.86
2022,3,ACC101133,Account_1133,Expense,437938.59
2020,9,ACC101992,Account_1992,Equity,416199.17
2022,9,ACC101002,Account_1002,Asset,174840.44
2023,12,ACC102511,Account_2511,Asset,14527.64
2020,7,ACC101900,Account_1900,Liability,173541.07
2021,5,ACC102004,Account_2004,Revenue,216814.24
2022,5,ACC101766,Account_1766,Expense,18343.04
2022,2,ACC101578,Account_1578,Equity,431461.41
2021,6,ACC102723,Account_2723,Revenue,35737.73
2021,9,ACC102495,Account_2495,Revenue,17883.57
2020,5,ACC100012,Account_12,Liability,91618.69
2023,4,ACC102857,Account_2857,Asset,47766.23
2020,3,ACC102674,Account_2674,Revenue,80875.38
2020,6,ACC101088,Account_1088,Equity,326858.61
2023,11,ACC100244,Account_244,Revenue,104942.4
2024,1,ACC101637,Account_1637,Asset,339386.21
2023,12,ACC101443,Account_1443,Liability,142540.65
2021,10,ACC101181,Account_1181,Liability,320855.53
2022,4,ACC100480,Account_480,Asset,877069.72
2023,4,ACC101386,Account_1386,Expense,373807.32
2023,1,ACC102093,Account_2093,Revenue,36470.0
2023,12,ACC102466,Account_2466,Asset,397731.5
2021,1,ACC102619,Account_2619,Asset,387145.78
2021,1,ACC100903,Account_903,Equity,187724.64
2022,5,ACC100419,Account_419,Asset,466570.6
2021,10,ACC102261,Account_2261,Liability,59715.47
2022,6,ACC100679,Account_679,Liability,302707.86
2024,1,ACC100642,Account_642,Liability,385023.53
2022,3,ACC101333,Account_1333,Asset,123551.34
2020,10,ACC101779,Account_1779,Equity,72413.8
2021,7,ACC100406,Account_406,Revenue,73798.39
2021,11,ACC101417,Account_1417,Asset,459867.42
2020,5,ACC102996,Account_2996,Expense,199403.61
2020,7,ACC100870,Account_870,Revenue,472362.04
2020,5,ACC102308,Account_2308,Liability,79843.06
2022,9,ACC100001,Account_1,Equity,319596.08
2023,7,ACC102129,Account_2129,Revenue,435488.07
2022,8,ACC100307,Account_307,Expense,309393.21
2022,1,ACC102579,Account_2579,Equity,323395.1
2023,11,ACC100493,Account_493,Revenue,411772.48
2022,5,ACC100985,Account_985,Equity,460569.7
2020,4,ACC101420,Account_1420,Asset,112689.49
2023,2,ACC101130,Account_1130,Revenue,9138.83
2020,5,ACC101159,Account_1159,Revenue,148243.19
2021,5,ACC101921,Account_1921,Asset,104315.89
2022,6,ACC100035,Account_35,Revenue,219585.54
2021,11,ACC101490,Account_1490,Equity,280178.29
2022,12,ACC101034,Account_1034,Revenue,33840.07
2023,1,ACC100753,Account_753,Expense,176583.43
2023,3,ACC101909,Account_1909,Equity,37889.65
2022,7,ACC100609,Account_609,Revenue,250915.22
2023,10,ACC102082,Account_2082,Expense,96146.88
2021,2,ACC102971,Account_2971,Expense,467969.98
2022,3,ACC101917,Account_1917,Liability,51065.91
2020,5,ACC101292,Account_1292,Equity,210037.48
2021,1,ACC102594,Account_2594,Expense,235131.56
2020,11,ACC101166,Account_1166,Expense,411244.63
2023,8,ACC100144,Account_144,Revenue,280186.53
2023,6,ACC101235,Account_1235,Equity,381864.15
2022,10,ACC102083,Account_2083,Asset,468029.72
2021,5,ACC102205,Account_2205,Asset,186839.09
2023,11,ACC100841,Account_841,Liability,221923.85
2020,1,ACC100085,Account_85,Liability,422396.49
2020,1,ACC102215,Account_2215,Equity,28125.38
2021,9,ACC102964,Account_2964,Revenue,445101.24
2022,2,ACC102913,Account_2913,Equity,482036.36
2021,11,ACC101065,Account_1065,Equity,25074.3
2022,7,ACC101838,Account_1838,Expense,69724.17
2021,9,ACC100337,Account_337,Revenue,88245.19
2023,6,ACC101983,Account_1983,Asset,183496.7
2023,8,ACC101204,Account_1204,Expense,301123.67
2023,1,ACC100333,Account_333,Asset,399552.97
2021,2,ACC102982,Account_2982,Revenue,175245.18
2022,6,ACC101156,Account_1156,Liability,220819.44
2021,8,ACC101557,Account_1557,Revenue,211089.4
2020,2,ACC101498,Account_1498,Expense,134149.12
2021,1,ACC101625,Account_1625,Revenue,244.54
2021,9,ACC101960,Account_1960,Asset,381934.79
2021,2,ACC101682,Account_1682,Equity,19629.32
2022,9,ACC102931,Account_2931,Equity,12765.75
2021,5,ACC102516,Account_2516,Revenue,65486.48
2023,8,ACC101265,Account_1265,Asset,458142.69
2024,1,ACC102637,Account_2637,Equity,6849.05
2022,11,ACC102922,Account_2922,Liability,486480.93
2023,9,ACC100534,Account_534,Asset,323201.76
2020,10,ACC101060,Account_1060,Asset,419499.26
2024,1,ACC100539,Account_539,Equity,217849.08
2022,12,ACC102961,Account_2961,Liability,316607.94
2021,2,ACC100385,Account_385,Equity,39367.23
2020,4,ACC101814,Account_1814,Liability,156807.93
2023,1,ACC100019,Account_19,Expense,150588.62
2022,9,ACC101237,Account_1237,Asset,114085.42
2020,12,ACC100110,Account_110,Expense,332262.69
2022,1,ACC100475,Account_475,Equity,63588.14
2024,1,ACC100644,Account_644,Revenue,328476.95
2022,8,ACC100672,Account_672,Revenue,358831.93
2020,4,ACC102863,Account_2863,Liability,264519.9
2021,12,ACC100312,Account_312,Revenue,129003.53
2020,9,ACC101280,Account_1280,Asset,4306.66
2020,1,ACC100125,Account_125,Expense,390107.65
2022,5,ACC102676,Account_2676,Liability,174892.73
2023,1,ACC100132,Account_132,Equity,229089.31
2023,1,ACC101549,Account_1549,Expense,194745.32
2021,6,ACC101349,Account_1349,Revenue,362538.19
2021,12,ACC100645,Account_645,Liability,254716.01
2022,6,ACC101800,Account_1800,Asset,249020.12
2023,3,ACC101575,Account_1575,Asset,84535.3
2021,6,ACC101343,Account_1343,Revenue,89959.0
2023,5,ACC100504,Account_504,Liability,29282.73
2020,6,ACC100735,Account_735,Equity,482393.8
2021,2,ACC100849,Account_849,Asset,355286.97
2024,1,ACC100128,Account_128,Revenue,42401.52
2024,2,ACC101651,Account_1651,Equity,440091.57
2023,11,ACC101439,Account_1439,Asset,232259.86
2022,8,ACC100825,Account_825,Revenue,475499.58
2023,3,ACC102107,Account_2107,Equity,475961.66
2020,11,ACC101226,Account_1226,Expense,36244.97
2023,12,ACC100669,Account_669,Liability,434194.59
2020,7,ACC101660,Account_1660,Equity,142836.84
2020,10,ACC102537,Account_2537,Liability,59397.89
2023,10,ACC101467,Account_1467,Revenue,451112.2
2022,7,ACC101205,Account_1205,Revenue,118582.48
2020,10,ACC102587,Account_2587,Expense,322311.72
2021,1,ACC100389,Account_389,Asset,236040.78
2023,11,ACC102294,Account_2294,Asset,45797.72
2022,7,ACC102309,Account_2309,Equity,87246.77
2023,7,ACC101160,Account_1160,Equity,489128.87
2022,11,ACC101712,Account_1712,Liability,341596.64
2022,3,ACC102360,Account_2360,Revenue,423245.83
2022,1,ACC102263,Account_2263,Revenue,338938.69
2020,6,ACC102389,Account_2389,Liability,422792.28
2021,2,ACC101049,Account_1049,Liability,238409.39
2023,5,ACC102373,Account_2373,Asset,127910.08
2022,5,ACC102552,Account_2552,Equity,46835.66
2023,12,ACC102703,Account_2703,Liability,429479.29
2020,8,ACC102520,Account_2520,Liability,85907.55
2020,4,ACC100057,Account_57,Equity,292364.51
2024,1,ACC101841,Account_1841,Asset,433617.75
2023,12,ACC102731,Account_2731,Revenue,210386.36
2022,3,ACC100198,Account_198,Liability,467347.95
2020,5,ACC102883,Account_2883,Revenue,209735.55
2021,1,ACC102437,Account_2437,Expense,236061.55
2021,6,ACC101153,Account_1153,Revenue,311722.98
2020,2,ACC102005,Account_2005,Liability,659114.37
2022,12,ACC102448,Account_2448,Expense,269728.15
2021,12,ACC101302,Account_1302,Equity,476544.63
2022,7,ACC100400,Account_400,Equity,54615.67
2020,9,ACC101046,Account_1046,Expense,188287.73
2022,4,ACC100003,Account_3,Equity,200527.28
2022,5,ACC102899,Account_2899,Asset,284388.67
2020,8,ACC102556,Account_2556,Liability,394773.73
2021,7,ACC102448,Account_2448,Expense,102784.75
2020,3,ACC101627,Account_1627,Revenue,475959.44
2020,7,ACC102111,Account_2111,Revenue,267118.47
2022,5,ACC102965,Account_2965,Expense,322253.83
2021,3,ACC101303,Account_1303,Revenue,111177.03
2023,7,ACC101367,Account_1367,Revenue,496991.18
2021,5,ACC100916,Account_916,Liability,68759.57
2021,12,ACC100109,Account_109,Revenue,287295.1
2021,5,ACC102593,Account_2593,Revenue,63981.89
2023,11,ACC100172,Account_172,Equity,469803.75
2021,7,ACC101723,Account_1723,Expense,362917.21
2023,4,ACC100655,Account_655,Revenue,288951.92
2023,11,ACC101317,Account_1317,Equity,387128.59
2022,9,ACC101512,Account_1512,Expense,420250.13
2021,4,ACC102678,Account_2678,Expense,275499.77
2021,10,ACC102141,Account_2141,Equity,327384.12
2021,11,ACC102181,Account_2181,Revenue,17943.11
2021,5,ACC102968,Account_2968,Asset,331390.98
2021,4,ACC100641,Account_641,Equity,146111.63
2020,3,ACC100662,Account_662,Asset,351920.87
2021,2,ACC101025,Account_1025,Equity,84045.49
2024,1,ACC102486,Account_2486,Asset,316996.9
2021,4,ACC101996,Account_1996,Revenue,412073.19
2021,5,ACC102163,Account_2163,Asset,21736.11
2020,6,ACC101440,Account_1440,Liability,122899.16
2020,1,ACC100152,Account_152,Liability,43308.46
2022,8,ACC100397,Account_397,Equity,177265.95
2021,7,ACC101576,Account_1576,Equity,471451.69
2022,9,ACC101203,Account_1203,Revenue,327589.5
2021,7,ACC101274,Account_1274,Revenue,332546.7
2020,3,ACC100459,Account_459,Asset,307670.56
2020,2,ACC100003,Account_3,Equity,267430.96
2023,3,ACC102903,Account_2903,Revenue,87811.24
2022,3,ACC100156,Account_156,Asset,353722.33
2020,1,ACC100265,Account_265,Equity,339716.0
2023,5,ACC100809,Account_809,Revenue,437111.76
2023,8,ACC101756,Account_1756,Equity,342885.59
2023,11,ACC100210,Account_210,Equity,158815.35
2021,9,ACC101968,Account_1968,Equity,416879.89
2021,5,ACC100100,Account_100,Expense,236408.03
2021,3,ACC102342,Account_2342,Liability,303387.52
2023,1,ACC102540,Account_2540,Revenue,278535.1
2022,3,ACC100724,Account_724,Liability,384255.02
2020,3,ACC102737,Account_2737,Revenue,236513.16
2021,2,ACC101562,Account_1562,Liability,11146.73
2021,8,ACC101616,Account_1616,Revenue,185475.18
2023,10,ACC102506,Account_2506,Equity,348466.35
2022,9,ACC102366,Account_2366,Equity,319061.79
2022,6,ACC100667,Account_667,Revenue,498941.98
2021,4,ACC101329,Account_1329,Asset,72149.79
2021,11,ACC102461,Account_2461,Liability,33186.09
2021,4,ACC100749,Account_749,Revenue,280559.08
2023,10,ACC100305,Account_305,Revenue,187930.35
2022,11,ACC100052,Account_52,Liability,255011.14
2023,1,ACC102565,Account_2565,Expense,462996.23
2023,12,ACC102772,Account_2772,Liability,346487.58
2021,3,ACC102168,Account_2168,Equity,382552.44
2022,12,ACC100037,Account_37,Asset,317354.99
2023,2,ACC100786,Account_786,Asset,342709.13
2021,1,ACC101663,Account_1663,Revenue,48720.49
2020,7,ACC102127,Account_2127,Liability,28634.09
2022,11,ACC100371,Account_371,Revenue,26146.93
2020,3,ACC100018,Account_18,Revenue,427409.36
2021,10,ACC100847,Account_847,Expense,162784.93
2020,3,ACC100108,Account_108,Liability,39454.2
2020,5,ACC101909,Account_1909,Equity,144611.31
2022,8,ACC101825,Account_1825,Asset,7777.66
2021,7,ACC102457,Account_2457,Equity,450242.33
2020,8,ACC100853,Account_853,Asset,421282.6
2023,3,ACC100692,Account_692,Asset,234203.27
2022,6,ACC100993,Account_993,Equity,209298.21
2023,6,ACC100242,Account_242,Revenue,151414.79
2023,1,ACC102457,Account_2457,Equity,486248.87
2022,4,ACC102768,Account_2768,Asset,259423.94
2021,6,ACC101658,Account_1658,Equity,336760.64
2023,6,ACC102348,Account_2348,Expense,385165.11
2022,1,ACC101357,Account_1357,Expense,488736.63
2020,3,ACC101499,Account_1499,Asset,302277.5
2020,6,ACC100152,Account_152,Liability,227420.3
2023,1,ACC102894,Account_2894,Equity,12049.27
2021,6,ACC102208,Account_2208,Equity,93484.42
2021,4,ACC100928,Account_928,Expense,479776.15
2023,11,ACC101515,Account_1515,Equity,441869.8
2022,9,ACC102576,Account_2576,Asset,21933.26
2022,10,ACC100234,Account_234,Equity,82741.28
2021,4,ACC102026,Account_2026,Expense,269218.28
2023,3,ACC102783,Account_2783,Revenue,260502.52
2023,4,ACC102878,Account_2878,Asset,285477.24
2020,4,ACC102562,Account_2562,Expense,414440.6
2021,8,ACC102080,Account_2080,Expense,7468.96
2022,9,ACC100107,Account_107,Asset,498122.12
2022,10,ACC100524,Account_524,Asset,114692.51
2021,7,ACC101661,Account_1661,Equity,461167.64
2020,11,ACC102266,Account_2266,Asset,50300.38
2021,4,ACC102925,Account_2925,Liability,256495.48
2020,5,ACC100924,Account_924,Liability,15935.72
2020,2,ACC102027,Account_2027,Asset,228397.3
2022,9,ACC102855,Account_2855,Asset,33769.74
2022,3,ACC100767,Account_767,Expense,26206.62
2021,2,ACC101706,Account_1706,Equity,385842.89
2022,5,ACC102607,Account_2607,Asset,348463.47
2021,8,ACC102726,Account_2726,Expense,473148.43
2020,2,ACC100996,Account_996,Asset,484672.68
2021,6,ACC102279,Account_2279,Asset,79586.81
2023,8,ACC102958,Account_2958,Expense,36683.17
2022,7,ACC102945,Account_2945,Expense,465489.16
2023,2,ACC101389,Account_1389,Expense,52066.45
2024,1,ACC100542,Account_542,Liability,493005.9
2020,8,ACC100431,Account_431,Equity,111788.15
2023,10,ACC100019,Account_19,Expense,150683.68
2022,7,ACC100396,Account_396,Expense,370060.41
2020,10,ACC100046,Account_46,Asset,67165.97
2022,11,ACC100318,Account_318,Expense,96938.08
2021,6,ACC102502,Account_2502,Asset,267192.27
2022,12,ACC100030,Account_30,Equity,107130.0
2022,8,ACC102287,Account_2287,Expense,35021.49
2021,8,ACC101095,Account_1095,Liability,161470.29
2023,12,ACC100116,Account_116,Asset,97562.31
2020,4,ACC100445,Account_445,Expense,314903.06
2020,2,ACC101721,Account_1721,Asset,316018.98
2020,11,ACC102148,Account_2148,Asset,221233.79
2021,2,ACC101613,Account_1613,Revenue,94706.27
2020,7,ACC100171,Account_171,Asset,124603.7
2021,12,ACC100597,Account_597,Liability,485215.05
2022,5,ACC101762,Account_1762,Asset,315422.69
2020,9,ACC100570,Account_570,Revenue,133665.82
2023,11,ACC102470,Account_2470,Expense,421945.23
2021,10,ACC102914,Account_2914,Revenue,144131.99
2020,5,ACC101334,Account_1334,Revenue,93611.0
2021,2,ACC100919,Account_919,Revenue,418417.48
2020,9,ACC102272,Account_2272,Revenue,106207.74
2023,12,ACC102878,Account_2878,Asset,475692.81
2020,10,ACC100900,Account_900,Equity,280596.9
2022,6,ACC101265,Account_1265,Asset,236554.39
2023,12,ACC100112,Account_112,Asset,174972.55
2022,2,ACC101074,Account_1074,Asset,48237.02
2021,1,ACC102759,Account_2759,Asset,171547.66
2022,12,ACC102764,Account_2764,Equity,226741.9
2021,4,ACC102435,Account_2435,Asset,456794.92
2020,10,ACC100601,Account_601,Revenue,308895.34
2021,8,ACC102252,Account_2252,Liability,159990.38
2022,11,ACC102074,Account_2074,Revenue,215849.17
2021,6,ACC100068,Account_68,Revenue,18830.68
2021,5,ACC101604,Account_1604,Expense,59294.56
2022,5,ACC101342,Account_1342,Expense,98287.4
2023,7,ACC101455,Account_1455,Equity,371047.74
2024,1,ACC100172,Account_172,Equity,128739.42
2023,5,ACC101120,Account_1120,Expense,404114.63
2022,12,ACC101441,Account_1441,Revenue,401692.36
2021,4,ACC100622,Account_622,Equity,104015.57
2023,6,ACC100131,Account_131,Equity,282707.27
2023,6,ACC102307,Account_2307,Expense,144353.55
2021,5,ACC101481,Account_1481,Equity,7747.36
2020,1,ACC101415,Account_1415,Revenue,57853.67
2022,4,ACC101414,Account_1414,Asset,199450.15
2020,8,ACC101967,Account_1967,Liability,473379.44
2020,5,ACC100128,Account_128,Revenue,470536.23
2020,3,ACC101239,Account_1239,Asset,324150.43
2021,8,ACC100759,Account_759,Equity,11042.04
2023,10,ACC102185,Account_2185,Revenue,111100.99
2022,10,ACC101079,Account_1079,Equity,147571.93
2021,6,ACC100599,Account_599,Liability,476903.8
2020,6,ACC101182,Account_1182,Equity,114553.95
2021,2,ACC102016,Account_2016,Asset,154704.86
2020,2,ACC101679,Account_1679,Liability,130605.58
2023,7,ACC101259,Account_1259,Equity,223168.82
2022,7,ACC102581,Account_2581,Asset,169830.56
2024,1,ACC100316,Account_316,Revenue,280231.0
2021,5,ACC101375,Account_1375,Liability,239213.1
2023,3,ACC102005,Account_2005,Liability,493592.43
2020,3,ACC100590,Account_590,Equity,15119.75
2020,6,ACC100376,Account_376,Equity,368030.39
2020,2,ACC102897,Account_2897,Asset,378410.89
2020,10,ACC101835,Account_1835,Asset,346902.5
2023,12,ACC100812,Account_812,Asset,104004.88
2022,1,ACC102782,Account_2782,Asset,320283.54
2020,12,ACC100947,Account_947,Asset,369964.13
2021,7,ACC102250,Account_2250,Asset,371627.23
2022,9,ACC102863,Account_2863,Liability,454865.66
2022,12,ACC102909,Account_2909,Revenue,23515.79
2022,9,ACC100166,Account_166,Liability,18021.35
2024,1,ACC101122,Account_1122,Asset,495571.56
2020,9,ACC100245,Account_245,Revenue,350129.22
2022,4,ACC100710,Account_710,Asset,423949.11
2020,7,ACC101184,Account_1184,Revenue,259454.42
2022,5,ACC101843,Account_1843,Equity,291053.43
2021,10,ACC101010,Account_1010,Liability,368586.28
2022,4,ACC100081,Account_81,Liability,100987.76
2021,9,ACC102602,Account_2602,Revenue,491745.44
2023,1,ACC101728,Account_1728,Liability,404513.39
2020,8,ACC101178,Account_1178,Expense,289747.7
2021,10,ACC100047,Account_47,Equity,235505.29
2020,7,ACC100838,Account_838,Liability,225537.02
2022,11,ACC100727,Account_727,Equity,110070.98
2023,7,ACC100364,Account_364,Liability,356661.15
2021,2,ACC102504,Account_2504,Equity,158757.79
2022,5,ACC102275,Account_2275,Revenue,326581.5
2023,4,ACC102142,Account_2142,Liability,93955.28
2023,10,ACC100778,Account_778,Revenue,300448.24
2021,7,ACC100479,Account_479,Asset,454821.76
2023,9,ACC102779,Account_2779,Asset,204043.03
2021,10,ACC100462,Account_462,Asset,365362.12
2022,11,ACC102519,Account_2519,Equity,421959.57
2022,6,ACC101191,Account_1191,Revenue,36457.21
2021,12,ACC101016,Account_1016,Revenue,153511.13
2022,10,ACC101319,Account_1319,Asset,351475.79
2021,4,ACC101267,Account_1267,Expense,26498.09
2023,11,ACC100705,Account_705,Liability,233745.68
2023,12,ACC101121,Account_1121,Liability,76459.55
2020,12,ACC100335,Account_335,Asset,487926.83
2021,6,ACC102633,Account_2633,Equity,362020.38
2020,2,ACC100757,Account_757,Revenue,457123.91
2020,7,ACC102022,Account_2022,Asset,157713.09
2022,10,ACC101872,Account_1872,Revenue,445518.77
2023,6,ACC102428,Account_2428,Asset,60625.05
2020,5,ACC102364,Account_2364,Revenue,177656.09
2022,4,ACC100133,Account_133,Equity,147313.22
2022,11,ACC101655,Account_1655,Equity,289089.68
2022,3,ACC100301,Account_301,Asset,239112.27
2020,12,ACC100455,Account_455,Asset,465107.32
2021,6,ACC100143,Account_143,Expense,7728.39
2021,1,ACC102327,Account_2327,Expense,333820.67
2022,9,ACC102099,Account_2099,Equity,317553.34
2022,9,ACC100178,Account_178,Asset,264.22
2023,5,ACC100931,Account_931,Equity,9462.34
2022,1,ACC102463,Account_2463,Liability,313233.33
2022,6,ACC102689,Account_2689,Asset,64387.26
2020,10,ACC102998,Account_2998,Asset,137773.15
2021,10,ACC100822,Account_822,Equity,93207.64
2021,9,ACC101943,Account_1943,Liability,91216.34
2023,11,ACC101587,Account_1587,Asset,224668.38
2020,7,ACC101591,Account_1591,Asset,185978.32
2020,11,ACC101194,Account_1194,Expense,255475.94
2023,6,ACC100535,Account_535,Revenue,485906.89
2022,3,ACC102785,Account_2785,Asset,134379.13
2024,1,ACC101036,Account_1036,Expense,318291.66
2021,7,ACC101199,Account_1199,Liability,180182.14
2023,11,ACC100707,Account_707,Asset,273002.13
2023,12,ACC101553,Account_1553,Asset,237910.81
2024,1,ACC102906,Account_2906,Equity,370371.96
2022,2,ACC102355,Account_2355,Asset,485302.83
2021,10,ACC102826,Account_2826,Liability,285730.64
2020,9,ACC100850,Account_850,Revenue,498645.38
2022,5,ACC100399,Account_399,Liability,82104.33
2023,11,ACC102522,Account_2522,Asset,149740.78
2021,10,ACC100192,Account_192,Revenue,397442.05
2022,12,ACC102613,Account_2613,Expense,368017.92
2020,7,ACC101784,Account_1784,Asset,401686.57
2024,2,ACC101499,Account_1499,Asset,187478.75
2022,3,ACC102511,Account_2511,Asset,269371.2
2023,12,ACC101932,Account_1932,Liability,165146.21
2023,8,ACC102364,Account_2364,Revenue,349392.33
2021,10,ACC102451,Account_2451,Revenue,423741.48
2020,10,ACC101832,Account_1832,Equity,483928.01
2020,9,ACC101053,Account_1053,Equity,195134.07
2020,7,ACC101258,Account_1258,Revenue,217299.2
2020,11,ACC102550,Account_2550,Liability,187276.03
2020,2,ACC101572,Account_1572,Equity,144285.69
2022,12,ACC102137,Account_2137,Equity,37435.0
2020,11,ACC102048,Account_2048,Revenue,431628.84
2022,5,ACC102443,Account_2443,Expense,92975.8
2021,12,ACC101671,Account_1671,Equity,354566.98
2022,5,ACC101042,Account_1042,Asset,229301.83
2023,2,ACC100029,Account_29,Liability,18280.73
2021,12,ACC100965,Account_965,Equity,429650.59
2023,5,ACC101381,Account_1381,Liability,339496.99
2022,8,ACC102114,Account_2114,Revenue,96854.74
2020,12,ACC101245,Account_1245,Liability,314549.47
2022,8,ACC102015,Account_2015,Liability,419284.35
2022,8,ACC100336,Account_336,Equity,363570.66
2023,6,ACC101330,Account_1330,Revenue,24474.69
2023,6,ACC102934,Account_2934,Asset,404992.44
2023,4,ACC102609,Account_2609,Expense,71862.47
2020,10,ACC101687,Account_1687,Equity,311509.45
2022,4,ACC101209,Account_1209,Asset,55532.43
2021,6,ACC100155,Account_155,Expense,156884.19
2021,10,ACC101429,Account_1429,Expense,41405.75
2022,8,ACC100113,Account_113,Equity,197861.33
2020,12,ACC100128,Account_128,Revenue,318691.93
2024,1,ACC101914,Account_1914,Expense,113039.29
2023,11,ACC101107,Account_1107,Liability,150636.22
2021,7,ACC101964,Account_1964,Asset,394226.29
2023,1,ACC100854,Account_854,Revenue,296129.44
2020,7,ACC101262,Account_1262,Asset,279583.53
2022,6,ACC101554,Account_1554,Expense,382534.41
2021,6,ACC102267,Account_2267,Asset,442760.58
2020,7,ACC101861,Account_1861,Asset,433607.81
2021,12,ACC102221,Account_2221,Revenue,337902.69
2020,10,ACC101150,Account_1150,Liability,189909.1
2022,2,ACC102092,Account_2092,Equity,195919.3
2021,7,ACC101977,Account_1977,Equity,456526.69
2022,3,ACC102773,Account_2773,Equity,15253.24
2022,5,ACC101408,Account_1408,Expense,163560.65
2021,5,ACC100593,Account_593,Revenue,458366.91
2022,7,ACC102330,Account_2330,Equity,480082.28
2023,5,ACC102646,Account_2646,Liability,475907.12
2021,8,ACC102582,Account_2582,Liability,341364.6
2020,10,ACC101831,Account_1831,Equity,401638.72
2021,5,ACC100948,Account_948,Expense,487730.96
2022,11,ACC101141,Account_1141,Equity,450156.93
2023,7,ACC102226,Account_2226,Equity,313069.08
2021,10,ACC101650,Account_1650,Equity,409233.08
2023,1,ACC100099,Account_99,Expense,222386.08
2023,5,ACC102764,Account_2764,Equity,96400.91
2023,2,ACC100899,Account_899,Revenue,144693.83
2020,10,ACC101175,Account_1175,Equity,249736.74
2022,8,ACC100213,Account_213,Liability,10164.0
2023,2,ACC101452,Account_1452,Expense,216039.5
2023,6,ACC101236,Account_1236,Asset,314008.21
2023,2,ACC100360,Account_360,Asset,437220.68
2022,4,ACC101882,Account_1882,Expense,376761.75
2023,6,ACC101107,Account_1107,Liability,49184.76
2021,5,ACC102830,Account_2830,Expense,167876.74
2020,5,ACC101931,Account_1931,Asset,91407.11
2021,8,ACC100331,Account_331,Liability,242863.33
2020,12,ACC102044,Account_2044,Equity,199884.24
2020,7,ACC102402,Account_2402,Liability,317890.9
2023,11,ACC102814,Account_2814,Equity,38727.64
2020,3,ACC100790,Account_790,Revenue,31334.27
2022,10,ACC101104,Account_1104,Liability,186515.58
2023,5,ACC102632,Account_2632,Asset,445663.58
2021,7,ACC102591,Account_2591,Revenue,373878.22
2023,12,ACC102398,Account_2398,Asset,405113.92
2021,5,ACC100885,Account_885,Revenue,300558.71
2022,4,ACC101261,Account_1261,Expense,44102.24
2020,1,ACC102266,Account_2266,Asset,53471.87
2021,12,ACC101315,Account_1315,Equity,69957.69
2023,7,ACC102736,Account_2736,Equity,265193.64
2020,12,ACC100197,Account_197,Asset,42573.6
2023,9,ACC101464,Account_1464,Liability,59066.69
2020,5,ACC101572,Account_1572,Equity,145276.39
2022,8,ACC100053,Account_53,Liability,260679.3
2021,5,ACC102869,Account_2869,Expense,120394.42
2023,3,ACC101903,Account_1903,Liability,392420.35
2022,6,ACC102964,Account_2964,Revenue,349991.68
2022,4,ACC100263,Account_263,Equity,479351.68
2021,5,ACC102882,Account_2882,Expense,206890.89
2022,3,ACC101441,Account_1441,Revenue,90493.78
2022,7,ACC102889,Account_2889,Equity,472859.41
2021,5,ACC102103,Account_2103,Equity,354755.76
2024,1,ACC102748,Account_2748,Equity,304852.82
2020,6,ACC100292,Account_292,Liability,285431.7
