Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Amount,Department,Region,Description
TRX201569,ACC101283,2020-08-17,Credit,341676.94,HR,West,Financial entry 1569
TRX201570,ACC102858,2021-07-13,Debit,273016.78,Sales,North,Financial entry 1570
TRX201571,ACC101130,2020-07-11,Debit,55440.6,Support,North,Financial entry 1571
TRX201572,ACC102176,2022-03-04,Debit,455887.17,IT,West,Financial entry 1572
TRX201573,ACC101603,2023-06-12,Credit,207421.34,Sales,North,Financial entry 1573
TRX201574,ACC100936,2021-04-19,Debit,31475.98,IT,North,Financial entry 1574
TRX201575,ACC101272,2022-03-07,Debit,123247.46,Finance,East,Financial entry 1575
TRX201576,ACC102900,2020-01-29,Credit,466441.37,Sales,North,Financial entry 1576
TRX201577,ACC101992,2020-09-15,Debit,416199.17,Sales,East,Financial entry 1577
TRX201578,ACC100557,2021-04-15,Credit,443902.51,Sales,Central,Financial entry 1578
TRX201579,ACC102667,2021-05-19,Credit,473696.88,IT,North,Financial entry 1579
TRX201580,ACC100900,2020-10-04,Credit,280596.9,Finance,South,Financial entry 1580
TRX201581,ACC102441,2022-09-28,Credit,480191.57,Operations,West,Financial entry 1581
TRX201582,ACC101312,2021-07-29,Credit,277053.21,Operations,East,Financial entry 1582
TRX201583,ACC102553,2022-08-28,Debit,74678.87,Finance,West,Financial entry 1583
TRX201584,ACC102027,2020-02-02,Debit,228397.3,Sales,West,Financial entry 1584
TRX201585,ACC101893,2020-10-17,Credit,118500.36,Operations,South,Financial entry 1585
TRX201586,ACC100266,2022-06-30,Debit,494450.35,Operations,East,Financial entry 1586
TRX201587,ACC102691,2022-04-17,Credit,497235.82,IT,South,Financial entry 1587
TRX201588,ACC102592,2022-08-25,Debit,141096.92,IT,South,Financial entry 1588
TRX201589,ACC101010,2021-10-04,Debit,368586.28,Operations,Central,Financial entry 1589
TRX201590,ACC101267,2023-02-22,Debit,133226.47,Sales,South,Financial entry 1590
TRX201591,ACC100145,2020-09-06,Credit,380967.86,Operations,West,Financial entry 1591
TRX201592,ACC102364,2023-08-23,Debit,349392.33,IT,Central,Financial entry 1592
TRX201593,ACC100484,2021-02-21,Credit,261190.54,Support,East,Financial entry 1593
TRX201594,ACC101695,2022-07-21,Credit,261071.1,Support,East,Financial entry 1594
TRX201595,ACC100815,2020-07-29,Debit,139300.58,Operations,East,Financial entry 1595
TRX201596,ACC102916,2022-04-28,Debit,33641.35,Sales,Central,Financial entry 1596
TRX201597,ACC102897,2020-02-18,Debit,378410.89,Support,East,Financial entry 1597
TRX201598,ACC101065,2021-11-25,Debit,25074.3,IT,Central,Financial entry 1598
TRX201599,ACC100178,2022-09-10,Debit,264.22,HR,West,Financial entry 1599
TRX201600,ACC102552,2020-01-15,Credit,328815.68,IT,West,Financial entry 1600
TRX201601,ACC100631,2021-11-03,Debit,458966.83,IT,West,Financial entry 1601
TRX201602,ACC102278,2023-12-02,Debit,178992.44,Sales,Central,Financial entry 1602
TRX201603,ACC100678,2022-12-13,Credit,269407.99,Support,South,Financial entry 1603
TRX201604,ACC102931,2022-09-01,Credit,12765.75,Support,North,Financial entry 1604
TRX201605,ACC102832,2023-10-29,Debit,480810.88,Sales,Central,Financial entry 1605
TRX201606,ACC102240,2021-01-04,Debit,451083.3,IT,East,Financial entry 1606
TRX201607,ACC100083,2022-04-07,Debit,175943.01,Finance,West,Financial entry 1607
TRX201608,ACC101936,2020-01-08,Credit,182471.13,HR,Central,Financial entry 1608
TRX201609,ACC102891,2020-07-02,Credit,149340.78,Sales,East,Financial entry 1609
TRX201610,ACC102633,2020-04-24,Debit,353215.68,IT,North,Financial entry 1610
TRX201611,ACC100250,2021-12-31,Debit,284729.76,Support,Central,Financial entry 1611
TRX201612,ACC100835,2023-03-20,Credit,113892.48,HR,North,Financial entry 1612
TRX201613,ACC101619,2023-07-14,Debit,279282.94,Finance,Central,Financial entry 1613
TRX201614,ACC101207,2020-07-06,Credit,470021.74,Sales,North,Financial entry 1614
TRX201615,ACC101054,2023-03-18,Credit,468813.3,Finance,West,Financial entry 1615
TRX201616,ACC100678,2023-08-05,Credit,78110.71,IT,North,Financial entry 1616
TRX201617,ACC101928,2020-05-09,Debit,276729.99,IT,East,Financial entry 1617
TRX201618,ACC101682,2023-04-19,Credit,430918.44,IT,West,Financial entry 1618
TRX201619,ACC101858,2021-11-05,Credit,39256.84,Support,West,Financial entry 1619
TRX201620,ACC102451,2021-10-10,Credit,423741.48,HR,South,Financial entry 1620
TRX201621,ACC102615,2023-05-22,Credit,204789.77,HR,North,Financial entry 1621
TRX201622,ACC102579,2022-01-17,Debit,323395.1,IT,East,Financial entry 1622
TRX201623,ACC100417,2022-05-12,Debit,344885.06,Support,South,Financial entry 1623
TRX201624,ACC101912,2021-07-17,Credit,432776.29,Operations,Central,Financial entry 1624
TRX201625,ACC100631,2020-04-19,Credit,372344.85,Finance,Central,Financial entry 1625
TRX201626,ACC101006,2020-08-20,Debit,299769.4,Finance,East,Financial entry 1626
TRX201627,ACC102092,2022-02-12,Debit,195919.3,HR,Central,Financial entry 1627
TRX201628,ACC101178,2023-06-21,Credit,342949.29,IT,Central,Financial entry 1628
TRX201629,ACC101657,2020-09-25,Debit,283253.45,Operations,North,Financial entry 1629
TRX201630,ACC100652,2022-09-21,Credit,228455.81,IT,West,Financial entry 1630
TRX201631,ACC100887,2023-08-31,Debit,367133.04,Support,South,Financial entry 1631
TRX201632,ACC101671,2021-12-03,Debit,354566.98,Support,North,Financial entry 1632
TRX201633,ACC102737,2020-03-15,Debit,236513.16,Support,East,Financial entry 1633
TRX201634,ACC100914,2023-11-21,Credit,273047.24,Sales,West,Financial entry 1634
TRX201635,ACC101869,2021-07-30,Debit,50375.01,Operations,Central,Financial entry 1635
TRX201636,ACC101977,2021-07-13,Debit,456526.69,HR,Central,Financial entry 1636
TRX201637,ACC100112,2020-07-08,Credit,242702.81,Sales,North,Financial entry 1637
TRX201638,ACC102576,2023-12-02,Debit,444541.0,Support,North,Financial entry 1638
TRX201639,ACC100703,2020-11-07,Credit,26428.38,Operations,North,Financial entry 1639
TRX201640,ACC101803,2022-11-14,Credit,122335.76,HR,Central,Financial entry 1640
TRX201641,ACC100614,2022-05-23,Credit,305633.37,Operations,Central,Financial entry 1641
TRX201642,ACC100645,2021-12-31,Debit,254716.01,Finance,Central,Financial entry 1642
TRX201643,ACC101474,2021-03-22,Credit,330077.27,IT,West,Financial entry 1643
TRX201644,ACC100465,2021-03-16,Debit,413513.75,Finance,South,Financial entry 1644
TRX201645,ACC101240,2020-03-31,Credit,386548.59,Finance,East,Financial entry 1645
TRX201646,ACC101445,2021-12-08,Debit,114630.86,Operations,East,Financial entry 1646
TRX201647,ACC102377,2021-05-21,Credit,123800.84,Sales,East,Financial entry 1647
TRX201648,ACC100865,2021-10-26,Credit,54150.28,Sales,Central,Financial entry 1648
TRX201649,ACC101177,2021-08-01,Debit,366491.08,Finance,North,Financial entry 1649
TRX201650,ACC101941,2023-03-22,Debit,461177.51,Finance,Central,Financial entry 1650
TRX201651,ACC101319,2022-10-16,Debit,351475.79,Finance,West,Financial entry 1651
TRX201652,ACC100916,2021-05-16,Debit,68759.57,Support,Central,Financial entry 1652
TRX201653,ACC100830,2020-08-05,Credit,474949.36,Finance,North,Financial entry 1653
TRX201654,ACC101858,2020-04-13,Debit,224678.25,HR,East,Financial entry 1654
TRX201655,ACC101144,2020-12-07,Credit,28892.73,Operations,South,Financial entry 1655
TRX201656,ACC100629,2021-05-06,Debit,131990.72,IT,West,Financial entry 1656
TRX201657,ACC101080,2023-05-06,Credit,485664.99,Support,South,Financial entry 1657
TRX201658,ACC102556,2023-10-10,Credit,74422.99,Sales,East,Financial entry 1658
TRX201659,ACC100787,2022-12-27,Debit,202669.57,HR,North,Financial entry 1659
TRX201660,ACC100761,2022-01-12,Debit,163333.14,IT,West,Financial entry 1660
TRX201661,ACC101142,2021-11-28,Debit,464512.29,Finance,West,Financial entry 1661
TRX201662,ACC102255,2021-01-19,Credit,462174.23,Support,South,Financial entry 1662
TRX201663,ACC101719,2022-05-18,Debit,58442.99,HR,West,Financial entry 1663
TRX201664,ACC101385,2022-07-18,Credit,389828.48,IT,West,Financial entry 1664
TRX201665,ACC101593,2020-12-20,Debit,114787.4,HR,East,Financial entry 1665
TRX201666,ACC100717,2021-07-20,Credit,405679.92,Support,South,Financial entry 1666
TRX201667,ACC101514,2022-05-26,Debit,191729.02,Support,East,Financial entry 1667
TRX201668,ACC101378,2020-08-27,Credit,147492.21,Finance,North,Financial entry 1668
TRX201669,ACC101728,2023-11-27,Credit,259377.88,IT,North,Financial entry 1669
TRX201670,ACC100704,2023-12-04,Credit,471141.42,Support,West,Financial entry 1670
TRX201671,ACC100467,2021-05-31,Debit,37565.39,Sales,North,Financial entry 1671
TRX201672,ACC102855,2022-09-16,Debit,33769.74,Support,West,Financial entry 1672
TRX201673,ACC100081,2022-04-03,Debit,100987.76,Operations,Central,Financial entry 1673
TRX201674,ACC100398,2023-06-30,Credit,272275.34,Sales,Central,Financial entry 1674
TRX201675,ACC101217,2022-04-28,Debit,329885.49,IT,South,Financial entry 1675
TRX201676,ACC101767,2022-04-12,Credit,228982.39,HR,West,Financial entry 1676
TRX201677,ACC101339,2022-11-23,Debit,358152.92,Sales,Central,Financial entry 1677
TRX201678,ACC101900,2020-05-20,Credit,497962.75,Support,North,Financial entry 1678
TRX201679,ACC102256,2020-09-13,Credit,160905.84,Operations,North,Financial entry 1679
TRX201680,ACC100931,2023-05-19,Credit,9462.34,HR,Central,Financial entry 1680
TRX201681,ACC101471,2021-04-16,Credit,190037.08,IT,Central,Financial entry 1681
TRX201682,ACC100116,2021-12-14,Credit,261891.15,IT,East,Financial entry 1682
TRX201683,ACC101049,2021-02-09,Credit,238409.39,IT,East,Financial entry 1683
TRX201684,ACC100888,2022-02-05,Debit,215411.23,Sales,West,Financial entry 1684
TRX201685,ACC102703,2020-05-20,Debit,378956.1,Finance,Central,Financial entry 1685
TRX201686,ACC102602,2021-09-15,Debit,491745.44,Sales,Central,Financial entry 1686
TRX201687,ACC101913,2022-09-24,Credit,456459.29,IT,West,Financial entry 1687
TRX201688,ACC101591,2023-08-21,Credit,50120.55,Sales,North,Financial entry 1688
TRX201689,ACC100221,2020-04-06,Debit,351015.89,IT,North,Financial entry 1689
TRX201690,ACC102842,2022-10-30,Debit,110480.39,Support,Central,Financial entry 1690
TRX201691,ACC101545,2022-08-22,Debit,208432.27,HR,West,Financial entry 1691
TRX201692,ACC102948,2023-06-27,Credit,5832.88,Sales,Central,Financial entry 1692
TRX201693,ACC101572,2023-11-11,Debit,364220.06,IT,North,Financial entry 1693
TRX201694,ACC101978,2023-03-21,Credit,220290.8,Support,Central,Financial entry 1694
TRX201695,ACC101504,2023-11-23,Debit,464398.18,Finance,South,Financial entry 1695
TRX201696,ACC100480,2022-04-02,Credit,485285.69,IT,South,Financial entry 1696
TRX201697,ACC101244,2024-01-20,Credit,272128.91,IT,South,Financial entry 1697
TRX201698,ACC101384,2022-07-18,Debit,304667.65,HR,South,Financial entry 1698
TRX201699,ACC102502,2021-06-07,Credit,267192.27,Support,East,Financial entry 1699
TRX201700,ACC101112,2022-10-14,Credit,5909.18,Finance,West,Financial entry 1700
TRX201701,ACC101233,2023-12-06,Credit,57608.26,Support,South,Financial entry 1701
TRX201702,ACC102151,2021-12-28,Debit,16166.71,HR,South,Financial entry 1702
TRX201703,ACC101042,2022-05-18,Debit,229301.83,Support,North,Financial entry 1703
TRX201704,ACC101800,2022-06-16,Credit,249020.12,Support,East,Financial entry 1704
TRX201705,ACC100615,2023-08-11,Credit,39309.92,HR,Central,Financial entry 1705
TRX201706,ACC102974,2021-10-06,Credit,393088.26,Support,North,Financial entry 1706
TRX201707,ACC102885,2022-08-18,Debit,28532.72,Finance,Central,Financial entry 1707
TRX201708,ACC101562,2021-02-02,Credit,11146.73,Operations,East,Financial entry 1708
TRX201709,ACC100314,2023-02-26,Credit,203852.11,HR,North,Financial entry 1709
TRX201710,ACC102204,2024-01-15,Debit,204141.85,Support,Central,Financial entry 1710
TRX201711,ACC100499,2020-01-28,Debit,200178.92,HR,East,Financial entry 1711
TRX201712,ACC100669,2023-12-18,Debit,434194.59,Finance,South,Financial entry 1712
TRX201713,ACC100414,2020-10-03,Credit,423169.79,Support,East,Financial entry 1713
TRX201714,ACC101639,2020-05-07,Credit,337874.81,Finance,West,Financial entry 1714
TRX201715,ACC100189,2022-03-08,Credit,389233.93,IT,Central,Financial entry 1715
TRX201716,ACC101783,2022-07-01,Debit,48481.35,HR,North,Financial entry 1716
TRX201717,ACC101654,2020-03-08,Credit,314960.6,IT,East,Financial entry 1717
TRX201718,ACC102596,2020-06-09,Credit,267332.46,HR,East,Financial entry 1718
TRX201719,ACC101917,2022-03-18,Debit,51065.91,Support,Central,Financial entry 1719
TRX201720,ACC100841,2021-12-20,Debit,216312.31,Support,Central,Financial entry 1720
TRX201721,ACC102463,2022-01-25,Debit,313233.33,Sales,East,Financial entry 1721
TRX201722,ACC102595,2023-02-25,Debit,198430.26,IT,North,Financial entry 1722
TRX201723,ACC101386,2023-04-18,Credit,373807.32,Support,North,Financial entry 1723
TRX201724,ACC101252,2020-09-04,Debit,231839.43,Operations,South,Financial entry 1724
TRX201725,ACC101479,2023-12-28,Credit,452688.21,Finance,East,Financial entry 1725
TRX201726,ACC101768,2021-06-12,Debit,262126.42,Finance,East,Financial entry 1726
TRX201727,ACC101663,2021-01-08,Credit,48720.49,Operations,North,Financial entry 1727
TRX201728,ACC102052,2023-06-25,Credit,485982.95,IT,West,Financial entry 1728
TRX201729,ACC102007,2022-01-04,Credit,31464.84,Operations,South,Financial entry 1729
TRX201730,ACC102344,2023-04-04,Debit,489148.09,Finance,East,Financial entry 1730
TRX201731,ACC100895,2020-09-30,Debit,223033.67,Finance,West,Financial entry 1731
TRX201732,ACC100524,2022-01-29,Debit,10112.67,Finance,Central,Financial entry 1732
TRX201733,ACC102752,2024-01-01,Debit,243567.91,HR,Central,Financial entry 1733
TRX201734,ACC100903,2020-06-01,Credit,258568.84,Operations,Central,Financial entry 1734
TRX201735,ACC100938,2022-02-19,Debit,185172.02,IT,North,Financial entry 1735
TRX201736,ACC101788,2023-10-14,Debit,425302.9,Finance,East,Financial entry 1736
TRX201737,ACC102294,2020-01-30,Credit,140944.86,IT,Central,Financial entry 1737
TRX201738,ACC101983,2021-07-13,Debit,146605.09,Finance,North,Financial entry 1738
TRX201739,ACC102505,2022-03-29,Credit,290394.64,HR,North,Financial entry 1739
TRX201740,ACC101832,2020-10-19,Credit,483928.01,HR,Central,Financial entry 1740
TRX201741,ACC100034,2022-04-27,Credit,261457.87,HR,East,Financial entry 1741
TRX201742,ACC100959,2020-04-03,Debit,469154.12,Operations,South,Financial entry 1742
TRX201743,ACC101616,2021-08-13,Debit,185475.18,Operations,Central,Financial entry 1743
TRX201744,ACC100882,2022-06-03,Debit,467162.89,HR,Central,Financial entry 1744
TRX201745,ACC100475,2020-01-14,Credit,107806.98,HR,East,Financial entry 1745
TRX201746,ACC101439,2023-09-04,Debit,159710.21,Support,East,Financial entry 1746
TRX201747,ACC101882,2022-04-09,Debit,376761.75,Finance,Central,Financial entry 1747
TRX201748,ACC100510,2021-12-15,Credit,430213.16,Finance,West,Financial entry 1748
TRX201749,ACC102583,2022-01-19,Credit,227541.04,IT,North,Financial entry 1749
TRX201750,ACC102731,2022-09-10,Debit,201204.08,Support,North,Financial entry 1750
TRX201751,ACC102110,2023-09-04,Debit,485767.16,Operations,Central,Financial entry 1751
TRX201752,ACC102273,2021-04-28,Credit,222753.38,Support,North,Financial entry 1752
TRX201753,ACC101677,2020-12-27,Debit,409312.02,Support,West,Financial entry 1753
TRX201754,ACC101719,2023-11-10,Debit,195318.15,HR,East,Financial entry 1754
TRX201755,ACC100898,2021-07-05,Debit,278144.91,Finance,Central,Financial entry 1755
TRX201756,ACC100131,2020-09-06,Credit,232440.55,IT,East,Financial entry 1756
TRX201757,ACC101330,2023-06-03,Credit,24474.69,Finance,North,Financial entry 1757
TRX201758,ACC101665,2023-01-20,Credit,236945.94,HR,East,Financial entry 1758
TRX201759,ACC100616,2021-08-13,Credit,210943.87,Support,South,Financial entry 1759
TRX201760,ACC102265,2022-01-08,Debit,353813.94,IT,West,Financial entry 1760
TRX201761,ACC102910,2022-03-25,Credit,194567.4,IT,South,Financial entry 1761
TRX201762,ACC100109,2021-12-13,Credit,287295.1,IT,South,Financial entry 1762
TRX201763,ACC102905,2023-12-05,Debit,213655.55,IT,Central,Financial entry 1763
TRX201764,ACC100027,2023-01-02,Debit,389065.47,HR,North,Financial entry 1764
TRX201765,ACC101295,2022-07-03,Debit,433293.83,Finance,East,Financial entry 1765
TRX201766,ACC101733,2022-12-10,Debit,132559.08,IT,Central,Financial entry 1766
TRX201767,ACC101130,2021-03-20,Debit,266742.24,HR,West,Financial entry 1767
TRX201768,ACC100586,2020-12-23,Debit,250637.64,Operations,East,Financial entry 1768
TRX201769,ACC101153,2021-06-25,Credit,311722.98,IT,Central,Financial entry 1769
TRX201770,ACC102628,2021-07-07,Debit,300397.47,Sales,North,Financial entry 1770
TRX201771,ACC101149,2023-07-24,Debit,235257.43,Finance,South,Financial entry 1771
TRX201772,ACC101003,2023-07-16,Debit,283729.53,IT,Central,Financial entry 1772
TRX201773,ACC100464,2020-11-16,Credit,417465.01,Finance,Central,Financial entry 1773
TRX201774,ACC102506,2023-10-02,Credit,348466.35,Operations,West,Financial entry 1774
TRX201775,ACC100927,2021-01-12,Debit,433911.13,Finance,South,Financial entry 1775
TRX201776,ACC100767,2022-03-24,Debit,26206.62,HR,North,Financial entry 1776
TRX201777,ACC102109,2021-01-09,Credit,246212.05,Sales,West,Financial entry 1777
TRX201778,ACC102275,2020-09-28,Credit,136102.28,HR,East,Financial entry 1778
TRX201779,ACC102773,2020-02-13,Debit,210461.98,Support,Central,Financial entry 1779
TRX201780,ACC101706,2021-02-11,Debit,385842.89,IT,Central,Financial entry 1780
TRX201781,ACC101251,2022-10-03,Debit,297840.39,Finance,North,Financial entry 1781
TRX201782,ACC102239,2020-05-04,Debit,189474.82,HR,North,Financial entry 1782
TRX201783,ACC100858,2022-10-12,Credit,57915.1,Support,East,Financial entry 1783
TRX201784,ACC102389,2023-05-20,Debit,204685.32,IT,Central,Financial entry 1784
TRX201785,ACC102048,2022-02-23,Credit,344881.05,HR,Central,Financial entry 1785
TRX201786,ACC101374,2024-01-09,Credit,483861.13,Sales,North,Financial entry 1786
TRX201787,ACC101467,2022-08-24,Credit,282481.63,Sales,West,Financial entry 1787
TRX201788,ACC100793,2021-11-16,Credit,340789.55,HR,South,Financial entry 1788
TRX201789,ACC101591,2021-07-18,Credit,383561.82,Operations,South,Financial entry 1789
TRX201790,ACC100256,2020-04-23,Debit,444122.61,Sales,South,Financial entry 1790
TRX201791,ACC102940,2022-06-28,Credit,331386.96,Finance,North,Financial entry 1791
TRX201792,ACC100938,2021-12-08,Debit,380362.67,Support,South,Financial entry 1792
TRX201793,ACC102291,2022-07-20,Credit,236101.64,IT,East,Financial entry 1793
TRX201794,ACC102934,2023-06-11,Debit,404992.44,Operations,East,Financial entry 1794
TRX201795,ACC101069,2020-03-05,Debit,194961.44,IT,North,Financial entry 1795
TRX201796,ACC100475,2022-01-06,Credit,63588.14,IT,East,Financial entry 1796
TRX201797,ACC100552,2023-10-11,Credit,496773.49,Operations,South,Financial entry 1797
TRX201798,ACC102516,2021-05-01,Debit,65486.48,HR,Central,Financial entry 1798
TRX201799,ACC102607,2022-05-30,Debit,348463.47,HR,North,Financial entry 1799
TRX201800,ACC100003,2020-01-01,Debit,194747.96,IT,West,Financial entry 1800
TRX201801,ACC101143,2024-02-06,Credit,437125.65,Finance,Central,Financial entry 1801
TRX201802,ACC102773,2022-03-12,Credit,15253.24,Finance,South,Financial entry 1802
TRX201803,ACC101763,2022-10-22,Credit,128995.28,Support,West,Financial entry 1803
TRX201804,ACC101992,2022-05-03,Credit,205636.89,IT,North,Financial entry 1804
TRX201805,ACC102983,2021-07-26,Credit,304372.63,Finance,Central,Financial entry 1805
TRX201806,ACC102989,2021-07-16,Credit,400626.85,Sales,Central,Financial entry 1806
TRX201807,ACC102035,2021-10-23,Credit,339428.41,HR,Central,Financial entry 1807
TRX201808,ACC101959,2021-05-15,Debit,198830.69,HR,South,Financial entry 1808
TRX201809,ACC100575,2021-12-23,Debit,381765.41,Sales,East,Financial entry 1809
TRX201810,ACC101661,2020-07-23,Credit,315641.18,Sales,Central,Financial entry 1810
TRX201811,ACC101164,2022-11-06,Debit,244652.08,IT,Central,Financial entry 1811
TRX201812,ACC102173,2022-05-11,Credit,236675.68,Finance,West,Financial entry 1812
TRX201813,ACC100064,2023-03-28,Credit,199658.85,Finance,East,Financial entry 1813
TRX201814,ACC102308,2020-06-07,Credit,111997.13,Sales,West,Financial entry 1814
TRX201815,ACC100468,2020-05-29,Credit,150032.11,Operations,West,Financial entry 1815
TRX201816,ACC102836,2021-06-28,Credit,365571.16,Sales,East,Financial entry 1816
TRX201817,ACC100456,2023-02-12,Debit,227098.92,Support,North,Financial entry 1817
TRX201818,ACC100631,2020-07-24,Credit,74659.47,HR,West,Financial entry 1818
TRX201819,ACC101964,2022-10-30,Debit,458677.14,Sales,North,Financial entry 1819
TRX201820,ACC102199,2020-11-02,Credit,87802.9,IT,North,Financial entry 1820
TRX201821,ACC102737,2021-02-18,Debit,80951.96,Operations,South,Financial entry 1821
TRX201822,ACC101073,2021-03-23,Credit,446797.38,Sales,Central,Financial entry 1822
TRX201823,ACC101525,2021-03-19,Debit,205344.44,Operations,North,Financial entry 1823
TRX201824,ACC101526,2023-08-13,Credit,58822.55,Support,North,Financial entry 1824
TRX201825,ACC100493,2023-11-11,Debit,411772.48,Sales,Central,Financial entry 1825
TRX201826,ACC100297,2021-11-04,Debit,51024.34,Operations,Central,Financial entry 1826
TRX201827,ACC101469,2020-10-11,Credit,186484.49,Operations,South,Financial entry 1827
TRX201828,ACC101385,2023-01-04,Credit,60042.43,IT,South,Financial entry 1828
TRX201829,ACC101390,2024-01-30,Credit,81349.62,Finance,South,Financial entry 1829
TRX201830,ACC100662,2020-03-11,Credit,351920.87,Finance,Central,Financial entry 1830
TRX201831,ACC102757,2023-07-23,Credit,40372.82,IT,West,Financial entry 1831
TRX201832,ACC102335,2022-02-21,Credit,84065.27,Operations,North,Financial entry 1832
TRX201833,ACC101214,2021-09-24,Credit,58798.45,Support,North,Financial entry 1833
TRX201834,ACC102299,2022-11-03,Credit,158719.86,IT,West,Financial entry 1834
TRX201835,ACC102862,2022-03-23,Debit,180917.1,IT,Central,Financial entry 1835
TRX201836,ACC102521,2021-08-30,Credit,40259.19,Sales,South,Financial entry 1836
TRX201837,ACC102609,2023-04-22,Credit,71862.47,Sales,Central,Financial entry 1837
TRX201838,ACC100844,2022-06-10,Credit,95777.48,HR,South,Financial entry 1838
TRX201839,ACC102531,2021-07-07,Debit,246343.75,Sales,North,Financial entry 1839
TRX201840,ACC101835,2020-10-13,Debit,346902.5,IT,North,Financial entry 1840
TRX201841,ACC101738,2021-06-14,Credit,132253.86,Sales,Central,Financial entry 1841
TRX201842,ACC101450,2021-07-18,Debit,1039.62,Support,West,Financial entry 1842
TRX201843,ACC101456,2022-07-24,Credit,292400.8,HR,South,Financial entry 1843
TRX201844,ACC101943,2023-05-24,Credit,157881.24,Support,West,Financial entry 1844
TRX201845,ACC101563,2023-08-08,Debit,417552.14,Operations,West,Financial entry 1845
TRX201846,ACC101418,2021-04-16,Debit,57787.84,HR,West,Financial entry 1846
TRX201847,ACC100708,2023-08-31,Credit,161615.7,Operations,Central,Financial entry 1847
TRX201848,ACC101292,2020-05-31,Credit,210037.48,Operations,Central,Financial entry 1848
TRX201849,ACC100778,2022-01-15,Debit,298857.79,Operations,South,Financial entry 1849
TRX201850,ACC102907,2021-04-21,Debit,112493.48,Finance,East,Financial entry 1850
TRX201851,ACC102703,2020-08-24,Debit,290424.21,Finance,North,Financial entry 1851
TRX201852,ACC101251,2023-10-02,Credit,193874.04,Operations,West,Financial entry 1852
TRX201853,ACC101905,2021-02-19,Credit,319070.87,Finance,North,Financial entry 1853
TRX201854,ACC102964,2022-06-11,Credit,349991.68,Support,North,Financial entry 1854
TRX201855,ACC100852,2022-06-30,Credit,175833.43,Operations,North,Financial entry 1855
TRX201856,ACC100918,2022-03-16,Credit,353482.28,Operations,East,Financial entry 1856
TRX201857,ACC101181,2022-02-24,Debit,173226.75,Sales,Central,Financial entry 1857
TRX201858,ACC100284,2023-04-07,Debit,448816.23,IT,Central,Financial entry 1858
TRX201859,ACC102253,2023-08-12,Credit,443456.37,Operations,North,Financial entry 1859
TRX201860,ACC102555,2022-10-02,Credit,52900.94,Sales,South,Financial entry 1860
TRX201861,ACC100100,2020-03-29,Credit,359586.2,IT,East,Financial entry 1861
TRX201862,ACC100735,2020-06-29,Credit,294418.46,IT,North,Financial entry 1862
TRX201863,ACC101312,2020-01-19,Debit,272867.28,Finance,North,Financial entry 1863
TRX201864,ACC101728,2023-01-03,Debit,404513.39,Operations,South,Financial entry 1864
TRX201865,ACC102479,2020-10-19,Debit,366479.82,Operations,East,Financial entry 1865
TRX201866,ACC102187,2022-08-21,Debit,48383.39,Sales,South,Financial entry 1866
TRX201867,ACC100006,2023-06-21,Debit,12927.8,Support,North,Financial entry 1867
TRX201868,ACC100812,2023-12-06,Debit,104004.88,Finance,South,Financial entry 1868
TRX201869,ACC100389,2022-07-14,Debit,364800.61,Support,West,Financial entry 1869
TRX201870,ACC100823,2021-10-29,Debit,329320.15,HR,North,Financial entry 1870
TRX201871,ACC102807,2020-09-28,Debit,119058.91,Finance,Central,Financial entry 1871
TRX201872,ACC102127,2020-07-24,Credit,28634.09,HR,East,Financial entry 1872
TRX201873,ACC102216,2022-09-03,Credit,77495.58,Finance,East,Financial entry 1873
TRX201874,ACC100350,2021-11-02,Credit,119996.47,IT,West,Financial entry 1874
TRX201875,ACC100686,2021-01-26,Credit,119727.8,Operations,South,Financial entry 1875
TRX201876,ACC102917,2023-08-30,Credit,372716.24,Finance,Central,Financial entry 1876
TRX201877,ACC100391,2023-08-15,Credit,463709.61,Operations,Central,Financial entry 1877
TRX201878,ACC100259,2021-03-15,Credit,202425.84,Finance,East,Financial entry 1878
TRX201879,ACC100850,2020-07-29,Credit,201009.64,Sales,North,Financial entry 1879
TRX201880,ACC101551,2022-04-22,Credit,59907.54,IT,West,Financial entry 1880
TRX201881,ACC101287,2023-05-10,Credit,444680.09,IT,Central,Financial entry 1881
TRX201882,ACC102912,2022-02-02,Debit,340791.71,IT,North,Financial entry 1882
TRX201883,ACC102366,2022-09-16,Credit,319061.79,Support,South,Financial entry 1883
TRX201884,ACC102511,2020-03-11,Credit,156550.65,HR,North,Financial entry 1884
TRX201885,ACC101635,2021-12-28,Credit,114343.1,IT,South,Financial entry 1885
TRX201886,ACC101859,2021-05-12,Credit,26260.36,Sales,Central,Financial entry 1886
TRX201887,ACC100571,2023-09-23,Debit,104317.57,IT,East,Financial entry 1887
TRX201888,ACC101178,2020-08-25,Credit,289747.7,Sales,East,Financial entry 1888
TRX201889,ACC100930,2020-11-04,Credit,151904.46,Operations,Central,Financial entry 1889
TRX201890,ACC101126,2021-05-06,Credit,94704.53,HR,South,Financial entry 1890
TRX201891,ACC101967,2022-07-04,Debit,223730.15,Support,North,Financial entry 1891
TRX201892,ACC101006,2020-05-22,Credit,158491.54,Sales,Central,Financial entry 1892
TRX201893,ACC102024,2020-12-30,Credit,369830.99,Support,East,Financial entry 1893
TRX201894,ACC102337,2023-03-09,Credit,403395.85,Finance,Central,Financial entry 1894
